Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
Edouard Roger-Vasselin,271.4,66.6%,70.1%,51.1%,81.6%,4.3,2.3,2014,serve,,,,,
Fernando Verdasco,271.4,65.9%,71.7%,50.9%,81.9%,5.7,4.7,2014,serve,,,,,
Alexandr Dolgopolov,270.4,55.1%,75.5%,51.9%,81.5%,8.5,2.1,2014,serve,,,,,
Ivan Dodig,269.0,58.7%,75.4%,49.1%,80.7%,8.5,3.4,2014,serve,,,,,
Federico Delbonis,268.6,62.2%,70.9%,53.3%,80.7%,4.1,2.6,2014,serve,,,,,
Andy Murray,268.6,59.7%,73.9%,50.9%,80.8%,6.0,2.7,2014,serve,,,,,
Yen-Hsun Lu,267.9,64.0%,70.9%,52.4%,79.8%,3.8,3.0,2014,serve,,,,,
Nicolas Mahut,267.5,60.7%,72.6%,49.9%,80.0%,7.7,3.4,2014,serve,,,,,
Jan-Lennard Struff,266.6,58.5%,73.6%,50.5%,80.1%,6.2,2.3,2014,serve,,,,,
Sergiy Stakhovsky,266.5,63.7%,72.9%,47.3%,79.7%,6.3,3.4,2014,serve,,,,,
Jiri Vesely,265.7,62.7%,71.4%,51.6%,78.4%,5.7,4.1,2014,serve,,,,,
Benjamin Becker,264.6,58.6%,73.9%,49.4%,79.4%,6.2,2.9,2014,serve,,,,,
Radek Stepanek,264.0,59.8%,72.3%,50.5%,79.0%,5.8,3.4,2014,serve,,,,,
Santiago Giraldo,263.4,63.4%,69.8%,50.0%,77.9%,3.7,1.4,2014,serve,,,,,
David Ferrer,262.8,63.0%,69.0%,52.4%,78.7%,2.2,2.5,2014,serve,,,,,
Dmitry Tursunov,262.0,61.1%,69.0%,50.9%,78.5%,5.6,3.1,2014,serve,,,,,
Juan Monaco,261.2,69.9%,64.1%,53.5%,73.4%,1.9,1.6,2014,serve,,,,,
David Goffin,261.1,55.7%,73.1%,51.2%,78.6%,6.1,3.6,2014,serve,,,,,
Jerzy Janowicz,261.1,60.0%,73.6%,47.1%,78.5%,8.6,6.7,2014,serve,,,,,
Jarkko Nieminen,261.1,64.8%,70.1%,49.0%,76.6%,3.2,2.6,2014,serve,,,,,
John Isner,307.0,67.8%,78.4%,56.2%,90.0%,16.3,1.7,2013,serve,,,,,
Milos Raonic,300.5,62.6%,81.7%,53.2%,91.3%,14.7,3.0,2013,serve,,,,,
Novak Djokovic,293.0,65.8%,74.9%,59.6%,88.0%,6.3,1.6,2013,serve,,,,,
Rafael Nadal,288.5,69.4%,73.0%,56.8%,88.1%,2.7,1.5,2013,serve,,,,,
Kevin Anderson,287.6,64.5%,75.9%,53.7%,85.6%,10.9,3.0,2013,serve,,,,,
Jo-Wilfried Tsonga,286.7,63.1%,76.0%,53.4%,88.0%,8.3,2.1,2013,serve,,,,,
Roger Federer,285.7,62.7%,76.4%,55.3%,86.6%,6.4,1.7,2013,serve,,,,,
Juan Martin del Potro,284.7,64.8%,74.5%,53.9%,86.5%,7.1,2.1,2013,serve,,,,,
Daniel Brands,284.6,66.9%,73.0%,53.8%,84.6%,8.5,2.2,2013,serve,,,,,
Bernard Tomic,281.1,67.9%,71.6%,51.4%,83.5%,8.0,1.3,2013,serve,,,,,
Nicolas Almagro,280.3,56.7%,77.8%,53.8%,84.9%,9.6,2.5,2013,serve,,,,,
Sam Querrey,280.1,59.9%,79.0%,48.2%,83.8%,12.8,3.6,2013,serve,,,,,
Tomas Berdych,279.9,58.6%,77.7%,51.8%,86.0%,8.1,2.3,2013,serve,,,,,
Philipp Kohlschreiber,279.1,59.4%,74.7%,55.6%,84.7%,6.5,1.8,2013,serve,,,,,
Marin Cilic,278.8,56.1%,76.5%,55.9%,84.3%,8.4,2.4,2013,serve,,,,,
Andy Murray,278.5,62.3%,74.5%,52.2%,84.5%,7.2,2.2,2013,serve,,,,,
Vasek Pospisil,278.2,54.7%,79.3%,51.4%,85.6%,11.2,4.0,2013,serve,,,,,
Grigor Dimitrov,277.8,61.7%,76.1%,51.2%,83.5%,8.1,2.8,2013,serve,,,,,
Stan Wawrinka,277.6,59.7%,73.9%,55.0%,84.7%,6.9,2.6,2013,serve,,,,,
Feliciano Lopez,277.3,58.5%,74.8%,53.0%,83.5%,11.1,3.6,2013,serve,,,,,
Jerzy Janowicz,275.9,60.8%,76.2%,50.0%,83.5%,10.7,5.3,2013,serve,,,,,
Tommy Haas,275.6,61.1%,74.2%,53.9%,83.6%,6.1,3.3,2013,serve,,,,,
Richard Gasquet,275.1,60.5%,73.8%,54.2%,83.2%,6.1,2.7,2013,serve,,,,,
Denis Istomin,274.0,63.6%,72.0%,51.8%,82.3%,6.3,2.0,2013,serve,,,,,
Ernests Gulbis,273.6,61.0%,76.4%,48.9%,83.1%,7.8,3.6,2013,serve,,,,,
Ivan Dodig,273.4,59.6%,74.0%,52.0%,81.5%,9.3,3.0,2013,serve,,,,,
Gael Monfils,270.9,66.0%,71.5%,49.1%,80.3%,7.7,3.7,2013,serve,,,,,
Igor Sijsling,269.9,57.9%,75.3%,49.6%,80.2%,8.9,2.0,2013,serve,,,,,
Victor Hanescu,269.8,70.3%,67.7%,50.7%,78.6%,3.6,1.1,2013,serve,,,,,
Fernando Verdasco,269.0,61.5%,72.6%,52.9%,81.1%,5.9,5.0,2013,serve,,,,,
Jeremy Chardy,268.7,60.6%,74.1%,49.5%,81.4%,8.3,5.2,2013,serve,,,,,
Janko Tipsarevic,266.6,57.6%,72.0%,52.2%,80.8%,6.2,2.2,2013,serve,,,,,
Robin Haase,266.1,62.0%,71.7%,48.8%,80.4%,6.0,2.8,2013,serve,,,,,
Marcos Baghdatis,265.6,52.9%,75.0%,52.1%,82.3%,7.6,4.3,2013,serve,,,,,
Carlos Berlocq,265.4,67.8%,69.3%,51.1%,76.2%,3.3,2.3,2013,serve,,,,,
David Ferrer,265.3,62.8%,70.1%,53.0%,78.5%,3.2,2.3,2013,serve,,,,,
Tommy Robredo,265.2,60.9%,71.3%,52.0%,78.7%,4.5,2.2,2013,serve,,,,,
Mikhail Youzhny,265.1,62.4%,70.4%,50.5%,79.9%,4.4,2.5,2013,serve,,,,,
Julien Benneteau,264.4,64.0%,69.9%,50.1%,77.2%,6.0,2.8,2013,serve,,,,,
Dmitry Tursunov,264.4,57.2%,74.4%,49.0%,81.0%,7.4,4.6,2013,serve,,,,,
Edouard Roger-Vasselin,264.2,63.7%,70.1%,50.1%,78.9%,3.9,2.5,2013,serve,,,,,
Roberto Bautista Agut,264.1,71.1%,64.9%,52.2%,75.4%,2.2,1.7,2013,serve,,,,,
Yen-Hsun Lu,264.0,62.8%,70.2%,51.8%,78.5%,3.9,3.2,2013,serve,,,,,
Evgeny Donskoy,263.5,57.6%,72.8%,49.4%,80.4%,5.8,2.5,2013,serve,,,,,
Santiago Giraldo,263.1,63.6%,68.7%,51.0%,77.4%,4.2,1.8,2013,serve,,,,,
Florian Mayer,262.9,63.4%,68.5%,50.6%,77.7%,4.4,1.7,2013,serve,,,,,
Jurgen Melzer,262.7,65.6%,67.7%,50.3%,77.4%,4.5,2.8,2013,serve,,,,,
Jarkko Nieminen,262.5,65.9%,67.5%,50.8%,77.2%,3.3,2.2,2013,serve,,,,,
Karen Khachanov,261.9,62.2%,69.4%,50.4%,75.9%,6.6,2.6,2013,serve,,,,,
Juan Monaco,261.3,69.5%,64.7%,53.3%,73.7%,2.0,1.9,2013,serve,,,,,
John Isner,309.3,68.7%,77.8%,56.6%,91.6%,16.8,2.2,2012,serve,,,,,
Milos Raonic,305.0,61.7%,82.3%,55.5%,92.7%,16.2,3.4,2012,serve,,,,,
Roger Federer,298.3,62.9%,77.7%,59.9%,91.0%,8.3,1.5,2012,serve,,,,,
Ivo Karlovic,296.9,64.9%,79.1%,51.6%,87.3%,16.9,2.9,2012,serve,,,,,
Rafael Nadal,289.0,67.4%,74.6%,57.1%,87.8%,3.3,1.2,2012,serve,,,,,
Juan Martin del Potro,287.3,64.7%,75.1%,54.6%,87.5%,7.5,2.1,2012,serve,,,,,
Gilles Muller,286.8,61.2%,80.5%,49.0%,85.8%,13.3,3.0,2012,serve,,,,,
Novak Djokovic,286.7,64.2%,74.9%,56.4%,87.0%,5.9,1.7,2012,serve,,,,,
Kevin Anderson,285.9,63.6%,75.4%,53.3%,85.4%,11.4,3.2,2012,serve,,,,,
Andy Roddick,285.7,66.2%,74.8%,53.1%,84.2%,9.2,1.8,2012,serve,,,,,
Jo-Wilfried Tsonga,283.6,61.9%,75.8%,53.1%,86.1%,8.6,1.9,2012,serve,,,,,
Tomas Berdych,282.5,58.7%,77.5%,53.3%,86.9%,8.4,2.3,2012,serve,,,,,
Nicolas Almagro,281.5,57.1%,76.8%,55.1%,85.8%,8.7,2.0,2012,serve,,,,,
Sam Querrey,280.7,57.6%,79.8%,50.3%,85.3%,11.6,3.9,2012,serve,,,,,
Philipp Kohlschreiber,280.5,60.3%,73.8%,55.9%,84.8%,7.6,1.9,2012,serve,,,,,
David Ferrer,279.9,63.4%,73.1%,56.7%,85.5%,3.3,2.1,2012,serve,,,,,
Feliciano Lopez,279.3,57.1%,77.4%,52.0%,86.0%,10.2,3.4,2012,serve,,,,,
Richard Gasquet,279.0,63.2%,72.8%,55.6%,83.8%,5.5,1.9,2012,serve,,,,,
Mardy Fish,278.1,53.1%,77.8%,54.9%,85.1%,9.7,2.5,2012,serve,,,,,
Andy Murray,277.1,59.9%,74.0%,54.4%,83.9%,7.2,2.3,2012,serve,,,,,
Janko Tipsarevic,276.2,57.8%,75.3%,54.4%,83.2%,7.8,2.3,2012,serve,,,,,
Denis Istomin,274.9,64.5%,71.4%,52.8%,80.7%,7.1,1.6,2012,serve,,,,,
Grigor Dimitrov,273.9,62.2%,72.6%,52.9%,81.8%,7.2,2.8,2012,serve,,,,,
Fernando Verdasco,272.5,68.9%,70.3%,51.1%,81.4%,4.6,3.8,2012,serve,,,,,
Tommy Haas,271.4,60.0%,74.5%,51.8%,82.3%,6.2,3.4,2012,serve,,,,,
Ryan Harrison,269.6,61.8%,71.4%,52.1%,80.5%,6.5,2.7,2012,serve,,,,,
Stan Wawrinka,269.3,55.8%,73.0%,53.2%,82.4%,7.6,2.7,2012,serve,,,,,
Lukas Rosol,269.1,58.9%,74.0%,50.5%,81.6%,7.2,3.1,2012,serve,,,,,
Edouard Roger-Vasselin,268.7,64.3%,71.4%,50.3%,80.4%,5.0,2.7,2012,serve,,,,,
Mikhail Youzhny,268.6,62.2%,71.4%,52.5%,80.2%,4.4,2.1,2012,serve,,,,,
Santiago Giraldo,268.3,66.1%,67.3%,53.3%,79.8%,2.7,0.9,2012,serve,,,,,
Xavier Malisse,268.3,58.2%,73.6%,51.6%,79.9%,7.0,2.0,2012,serve,,,,,
Nicolas Mahut,268.1,61.0%,72.2%,50.2%,79.4%,8.0,2.7,2012,serve,,,,,
Alexandr Dolgopolov,267.7,53.5%,75.4%,52.2%,81.0%,7.8,2.2,2012,serve,,,,,
Julien Benneteau,267.5,65.4%,71.0%,48.9%,79.3%,6.8,3.9,2012,serve,,,,,
Sergiy Stakhovsky,266.2,59.4%,71.2%,51.9%,80.3%,6.5,3.1,2012,serve,,,,,
Jeremy Chardy,265.8,56.3%,74.4%,50.2%,81.6%,7.4,4.1,2012,serve,,,,,
Steve Darcis,265.3,63.9%,68.8%,52.3%,77.3%,4.2,1.2,2012,serve,,,,,
Marin Cilic,264.9,55.1%,72.4%,53.2%,80.6%,6.3,2.7,2012,serve,,,,,
Marcos Baghdatis,264.8,54.8%,73.4%,52.7%,80.6%,6.5,3.2,2012,serve,,,,,
Florian Mayer,264.8,61.0%,70.6%,52.3%,78.1%,4.0,1.2,2012,serve,,,,,
Juan Monaco,264.7,68.4%,66.9%,52.7%,77.0%,1.7,2.0,2012,serve,,,,,
Kei Nishikori,264.5,64.1%,68.9%,53.2%,78.2%,2.6,2.5,2012,serve,,,,,
Bernard Tomic,264.4,66.4%,67.2%,50.2%,77.1%,5.0,1.5,2012,serve,,,,,
Andreas Seppi,263.8,60.9%,70.5%,51.9%,77.8%,4.5,1.8,2012,serve,,,,,
Radek Stepanek,263.5,61.7%,69.8%,51.5%,79.0%,4.7,3.2,2012,serve,,,,,
Thomaz Bellucci,261.8,57.2%,70.5%,52.3%,78.8%,5.8,2.8,2012,serve,,,,,
Yen-Hsun Lu,261.2,60.0%,72.2%,50.1%,77.9%,4.7,3.7,2012,serve,,,,,
Lukas Lacko,260.7,60.4%,70.9%,49.8%,75.4%,6.2,2.0,2012,serve,,,,,
Paul-Henri Mathieu,260.5,53.5%,74.7%,52.2%,79.5%,4.9,4.3,2012,serve,,,,,
John Isner,304.2,69.1%,77.0%,55.4%,90.7%,14.7,2.7,2011,serve,,,,,
Ivo Karlovic,301.8,66.4%,80.3%,50.2%,90.0%,17.6,2.7,2011,serve,,,,,
Milos Raonic,295.5,64.1%,78.9%,52.9%,88.2%,13.6,2.2,2011,serve,,,,,
Roger Federer,294.7,63.7%,78.7%,57.1%,89.6%,6.9,1.3,2011,serve,,,,,
Andy Roddick,294.4,65.2%,76.8%,55.7%,86.6%,12.1,2.0,2011,serve,,,,,
Kevin Anderson,290.4,67.0%,75.2%,53.7%,85.7%,10.9,2.1,2011,serve,,,,,
Juan Martin del Potro,287.6,61.9%,76.3%,55.4%,88.2%,7.8,2.0,2011,serve,,,,,
Jo-Wilfried Tsonga,286.6,61.4%,78.0%,52.5%,86.5%,10.8,2.6,2011,serve,,,,,
Novak Djokovic,284.1,65.3%,74.1%,55.6%,86.4%,4.6,1.9,2011,serve,,,,,
Feliciano Lopez,282.6,57.9%,77.6%,53.0%,85.6%,12.2,3.7,2011,serve,,,,,
Rafael Nadal,280.7,67.7%,71.2%,56.7%,83.3%,3.4,1.6,2011,serve,,,,,
Robin Soderling,280.6,62.5%,75.5%,52.8%,84.5%,8.0,2.7,2011,serve,,,,,
Mardy Fish,278.7,58.6%,75.7%,54.5%,84.2%,7.4,1.7,2011,serve,,,,,
Tomas Berdych,277.4,57.5%,77.7%,52.8%,84.8%,6.6,2.0,2011,serve,,,,,
Ivan Ljubicic,277.1,56.8%,77.2%,51.6%,83.0%,10.3,1.8,2011,serve,,,,,
Janko Tipsarevic,274.7,56.2%,75.3%,55.4%,84.2%,6.0,2.4,2011,serve,,,,,
Richard Gasquet,274.5,63.6%,72.3%,53.1%,82.1%,5.6,2.2,2011,serve,,,,,
Nicolas Almagro,273.1,55.9%,76.2%,53.4%,82.4%,7.8,2.6,2011,serve,,,,,
David Ferrer,272.8,60.8%,72.3%,55.4%,83.4%,3.6,2.7,2011,serve,,,,,
Gael Monfils,272.5,63.5%,72.0%,51.6%,81.2%,7.8,3.6,2011,serve,,,,,
Fernando Verdasco,271.8,68.6%,70.5%,50.2%,80.9%,5.5,3.9,2011,serve,,,,,
Marin Cilic,271.7,54.1%,75.9%,54.4%,82.9%,7.0,2.6,2011,serve,,,,,
Michael Llodra,271.5,62.4%,74.3%,49.5%,81.4%,7.2,3.3,2011,serve,,,,,
Tommy Robredo,269.6,62.5%,70.4%,55.0%,80.3%,3.8,2.4,2011,serve,,,,,
Stan Wawrinka,269.4,60.9%,70.9%,53.7%,80.1%,6.2,2.4,2011,serve,,,,,
Andy Murray,269.0,58.6%,74.9%,49.8%,80.4%,7.6,2.3,2011,serve,,,,,
Xavier Malisse,267.9,58.1%,74.4%,51.0%,79.7%,6.3,1.6,2011,serve,,,,,
Ernests Gulbis,267.7,61.1%,74.4%,47.0%,80.2%,9.3,4.3,2011,serve,,,,,
Philipp Petzschner,267.4,54.6%,75.4%,51.7%,81.5%,7.2,3.0,2011,serve,,,,,
Julien Benneteau,267.1,64.3%,71.1%,49.4%,79.8%,5.8,3.3,2011,serve,,,,,
Potito Starace,266.7,70.7%,66.0%,51.5%,77.4%,2.6,1.5,2011,serve,,,,,
Philipp Kohlschreiber,266.2,58.5%,71.6%,52.8%,80.2%,5.9,2.8,2011,serve,,,,,
Alex Bogomolov Jr.,265.6,70.6%,66.9%,50.2%,78.2%,2.5,2.8,2011,serve,,,,,
Juan Carlos Ferrero,264.5,62.6%,65.9%,57.3%,77.7%,2.9,1.9,2011,serve,,,,,
Victor Hanescu,264.4,66.5%,68.9%,50.7%,76.2%,3.9,1.8,2011,serve,,,,,
Michael Berrer,264.0,64.1%,70.6%,49.4%,77.8%,5.0,2.9,2011,serve,,,,,
Marcos Baghdatis,263.8,51.5%,76.1%,51.8%,79.8%,7.5,2.9,2011,serve,,,,,
Thomaz Bellucci,263.2,61.0%,71.7%,48.9%,78.0%,6.3,2.7,2011,serve,,,,,
Jurgen Melzer,262.7,62.7%,68.9%,50.9%,77.6%,5.0,2.4,2011,serve,,,,,
Radek Stepanek,262.7,61.3%,70.6%,51.6%,78.4%,3.6,2.8,2011,serve,,,,,
Igor Andreev,261.9,60.0%,71.1%,50.5%,78.5%,4.8,3.0,2011,serve,,,,,
Florian Mayer,261.4,60.6%,70.3%,51.2%,77.6%,3.7,2.0,2011,serve,,,,,
Grigor Dimitrov,261.2,60.4%,71.3%,50.6%,77.2%,5.4,3.7,2011,serve,,,,,
Robin Haase,261.1,59.8%,69.8%,49.9%,76.9%,7.4,2.7,2011,serve,,,,,
Alexandr Dolgopolov,261.0,50.5%,75.8%,50.9%,78.6%,8.3,3.1,2011,serve,,,,,
Mikhail Youzhny,260.9,61.2%,69.0%,52.3%,77.5%,3.7,2.8,2011,serve,,,,,
Ivan Dodig,260.8,58.6%,71.4%,49.3%,77.0%,7.6,3.1,2011,serve,,,,,
Santiago Giraldo,260.8,63.4%,67.8%,50.9%,76.3%,3.7,1.3,2011,serve,,,,,
Dmitry Tursunov,260.3,60.6%,69.8%,50.2%,77.2%,6.6,4.1,2011,serve,,,,,
Sergiy Stakhovsky,260.2,62.2%,69.7%,49.7%,75.0%,5.5,1.9,2011,serve,,,,,
Andy Roddick,306.5,68.5%,79.2%,56.9%,91.1%,12.3,1.5,2010,serve,,,,,
John Isner,304.9,69.3%,75.7%,54.9%,89.8%,17.5,2.3,2010,serve,,,,,
Rafael Nadal,294.4,67.1%,75.4%,59.5%,90.1%,3.8,1.5,2010,serve,,,,,
Roger Federer,292.7,61.9%,78.2%,56.3%,89.3%,8.4,1.4,2010,serve,,,,,
Jo-Wilfried Tsonga,285.9,62.4%,76.4%,53.1%,86.0%,10.7,2.7,2010,serve,,,,,
Sam Querrey,284.1,61.0%,78.6%,49.9%,86.2%,11.8,3.4,2010,serve,,,,,
Tomas Berdych,282.8,56.5%,79.1%,54.8%,86.8%,8.0,2.4,2010,serve,,,,,
Thiemo de Bakker,282.3,61.2%,75.0%,53.4%,84.5%,9.8,1.6,2010,serve,,,,,
Robin Soderling,281.8,59.5%,78.0%,51.7%,86.0%,9.9,3.3,2010,serve,,,,,
Mardy Fish,281.5,55.4%,79.5%,53.1%,84.9%,10.9,2.3,2010,serve,,,,,
Kevin Anderson,280.9,66.3%,75.4%,50.0%,82.8%,9.6,3.2,2010,serve,,,,,
Ernests Gulbis,279.7,63.2%,76.1%,50.4%,84.3%,8.9,3.2,2010,serve,,,,,
Michael Llodra,279.6,62.3%,75.7%,52.1%,83.5%,9.1,3.1,2010,serve,,,,,
Nicolas Almagro,279.3,60.1%,74.5%,54.3%,84.3%,8.1,2.0,2010,serve,,,,,
Victor Hanescu,279.1,71.6%,70.8%,50.5%,81.6%,6.2,1.6,2010,serve,,,,,
Ivan Ljubicic,278.7,59.4%,76.4%,49.2%,84.0%,11.7,2.0,2010,serve,,,,,
Juan Carlos Ferrero,278.4,71.7%,68.3%,56.5%,80.8%,2.2,1.1,2010,serve,,,,,
Feliciano Lopez,277.1,57.1%,77.0%,50.8%,85.0%,10.5,3.3,2010,serve,,,,,
Richard Gasquet,276.7,61.3%,74.1%,54.2%,84.0%,5.8,2.7,2010,serve,,,,,
Gael Monfils,275.4,62.8%,73.2%,51.1%,82.7%,9.3,3.7,2010,serve,,,,,
Stan Wawrinka,274.8,57.1%,75.1%,53.8%,84.4%,6.9,2.5,2010,serve,,,,,
Denis Istomin,274.7,66.1%,70.5%,53.2%,79.7%,6.7,1.5,2010,serve,,,,,
Philipp Kohlschreiber,274.5,61.8%,74.5%,51.3%,82.6%,6.6,2.3,2010,serve,,,,,
Jurgen Melzer,274.4,60.9%,72.0%,54.9%,82.7%,6.3,2.4,2010,serve,,,,,
Marin Cilic,274.0,57.5%,74.4%,53.3%,84.1%,7.2,2.5,2010,serve,,,,,
Jarkko Nieminen,274.0,70.3%,69.7%,50.9%,81.2%,4.0,2.1,2010,serve,,,,,
Andy Murray,273.8,54.1%,77.3%,52.8%,83.6%,8.4,2.4,2010,serve,,,,,
Potito Starace,273.3,73.8%,66.0%,53.0%,78.7%,2.7,0.9,2010,serve,,,,,
David Ferrer,272.6,65.0%,69.7%,55.2%,81.4%,3.0,1.7,2010,serve,,,,,
Nikolay Davydenko,271.9,65.5%,71.6%,51.4%,81.8%,4.1,2.5,2010,serve,,,,,
Leonardo Mayer,271.1,61.0%,73.6%,51.8%,81.2%,6.8,3.3,2010,serve,,,,,
Janko Tipsarevic,270.7,57.8%,72.7%,53.5%,81.7%,7.0,2.0,2010,serve,,,,,
Benjamin Becker,270.0,57.6%,76.4%,50.1%,80.7%,7.9,2.7,2010,serve,,,,,
Radek Stepanek,269.5,63.3%,70.7%,53.3%,80.2%,5.0,3.0,2010,serve,,,,,
Viktor Troicki,269.5,60.2%,74.4%,48.9%,79.9%,9.0,2.9,2010,serve,,,,,
Novak Djokovic,269.4,64.1%,70.8%,52.0%,82.2%,4.2,3.9,2010,serve,,,,,
Florian Mayer,269.4,63.4%,70.8%,52.2%,80.4%,4.3,1.7,2010,serve,,,,,
Mikhail Youzhny,268.5,63.1%,70.9%,52.4%,80.5%,4.3,2.7,2010,serve,,,,,
Fernando Verdasco,268.0,67.0%,71.1%,49.1%,80.2%,5.4,4.8,2010,serve,,,,,
Santiago Giraldo,267.5,61.8%,69.7%,52.8%,80.1%,4.8,1.7,2010,serve,,,,,
Tommy Robredo,267.5,64.2%,69.6%,53.6%,77.9%,4.3,2.1,2010,serve,,,,,
Gilles Simon,266.4,55.8%,74.9%,51.8%,80.3%,6.1,2.5,2010,serve,,,,,
Michael Berrer,266.1,63.7%,71.6%,48.8%,79.7%,5.2,2.9,2010,serve,,,,,
Xavier Malisse,265.9,57.3%,73.8%,50.4%,79.4%,7.1,2.1,2010,serve,,,,,
James Blake,265.7,57.7%,72.7%,52.1%,80.8%,5.2,2.8,2010,serve,,,,,
Daniel Gimeno-Traver,265.7,59.1%,71.9%,52.0%,79.9%,5.7,2.9,2010,serve,,,,,
Albert Montanes,265.3,61.8%,70.7%,51.7%,79.6%,4.0,2.5,2010,serve,,,,,
Philipp Petzschner,265.3,55.8%,74.5%,50.1%,79.9%,7.5,2.5,2010,serve,,,,,
Marcos Baghdatis,264.2,51.6%,75.8%,52.2%,80.2%,7.3,2.9,2010,serve,,,,,
Alexandr Dolgopolov,263.6,54.7%,72.7%,52.3%,78.1%,8.6,2.8,2010,serve,,,,,
Ivo Karlovic,316.1,67.1%,84.8%,53.6%,92.2%,20.7,2.3,2009,serve,,,,,
Andy Roddick,308.3,70.1%,79.1%,57.2%,90.8%,12.5,1.4,2009,serve,,,,,
John Isner,299.4,66.8%,75.1%,56.3%,89.2%,14.5,2.5,2009,serve,,,,,
Roger Federer,296.4,62.5%,79.4%,57.0%,90.1%,9.3,1.9,2009,serve,,,,,
Jo-Wilfried Tsonga,294.3,63.5%,79.5%,54.0%,89.3%,10.3,2.3,2009,serve,,,,,
Fernando Gonzalez,286.0,63.3%,76.6%,52.7%,88.0%,8.3,2.9,2009,serve,,,,,
Sam Querrey,285.6,59.6%,79.1%,52.2%,86.1%,11.5,2.9,2009,serve,,,,,
Michael Llodra,283.4,63.7%,76.5%,51.9%,84.8%,9.1,2.6,2009,serve,,,,,
Robin Soderling,283.4,59.8%,77.7%,54.0%,86.0%,8.6,2.7,2009,serve,,,,,
Ivan Ljubicic,283.0,59.3%,77.9%,50.8%,85.2%,11.6,1.8,2009,serve,,,,,
Fernando Verdasco,282.2,69.2%,72.3%,53.7%,84.6%,6.1,3.7,2009,serve,,,,,
Rafael Nadal,281.0,67.7%,71.0%,57.0%,83.7%,2.9,1.3,2009,serve,,,,,
Gael Monfils,279.4,62.3%,75.6%,50.2%,84.4%,9.2,2.3,2009,serve,,,,,
Juan Martin del Potro,279.1,61.6%,74.5%,53.2%,84.2%,8.2,2.6,2009,serve,,,,,
Tommy Haas,278.8,60.3%,76.5%,52.6%,85.2%,9.1,4.9,2009,serve,,,,,
Andy Murray,278.8,58.0%,76.3%,53.7%,85.3%,7.7,2.2,2009,serve,,,,,
Nikolay Davydenko,278.2,67.4%,71.3%,54.6%,83.2%,3.9,2.2,2009,serve,,,,,
Mardy Fish,277.5,56.4%,76.5%,52.7%,83.2%,11.0,2.3,2009,serve,,,,,
Feliciano Lopez,277.5,61.8%,74.4%,51.8%,82.7%,9.5,2.7,2009,serve,,,,,
Philipp Kohlschreiber,277.1,65.9%,69.6%,56.0%,82.3%,5.2,1.9,2009,serve,,,,,
Novak Djokovic,276.5,63.0%,72.8%,53.7%,84.5%,5.3,2.8,2009,serve,,,,,
Nicolas Almagro,275.0,58.7%,74.7%,51.9%,82.0%,10.2,2.5,2009,serve,,,,,
Leonardo Mayer,274.4,59.8%,75.1%,52.7%,82.8%,6.6,2.6,2009,serve,,,,,
Marin Cilic,273.7,56.2%,75.1%,53.7%,83.6%,7.8,2.7,2009,serve,,,,,
Jeremy Chardy,273.0,58.9%,75.0%,51.8%,82.0%,8.6,3.3,2009,serve,,,,,
Victor Hanescu,273.0,69.2%,69.4%,51.5%,80.0%,4.6,1.7,2009,serve,,,,,
Pablo Cuevas,272.4,63.7%,72.5%,51.5%,79.4%,7.5,2.2,2009,serve,,,,,
Tommy Robredo,271.8,63.2%,71.5%,54.0%,81.0%,4.2,2.1,2009,serve,,,,,
Benjamin Becker,271.2,56.8%,76.6%,50.3%,80.7%,9.0,2.2,2009,serve,,,,,
Tomas Berdych,271.0,58.8%,74.4%,52.6%,80.9%,6.8,2.5,2009,serve,,,,,
Marat Safin,270.1,55.6%,74.6%,51.4%,81.3%,9.9,2.7,2009,serve,,,,,
Juan Carlos Ferrero,269.9,67.0%,68.0%,53.9%,78.3%,4.3,1.6,2009,serve,,,,,
Jurgen Melzer,269.8,59.6%,74.0%,51.0%,80.7%,6.8,2.3,2009,serve,,,,,
James Blake,269.1,57.3%,74.0%,52.1%,82.4%,6.3,3.0,2009,serve,,,,,
Simone Bolelli,269.1,63.5%,69.2%,53.1%,80.1%,4.6,1.4,2009,serve,,,,,
Gilles Simon,268.7,54.7%,74.4%,53.8%,81.9%,5.9,2.0,2009,serve,,,,,
Stan Wawrinka,268.1,58.2%,72.8%,51.8%,80.9%,7.0,2.6,2009,serve,,,,,
Radek Stepanek,268.0,61.5%,72.8%,50.1%,80.5%,6.3,3.2,2009,serve,,,,,
Igor Andreev,267.0,61.9%,71.1%,51.6%,80.0%,5.2,2.8,2009,serve,,,,,
Ernests Gulbis,267.0,62.9%,72.5%,47.5%,78.7%,9.2,3.8,2009,serve,,,,,
Mikhail Youzhny,266.7,62.3%,70.6%,52.3%,79.8%,3.9,2.2,2009,serve,,,,,
Richard Gasquet,266.5,58.5%,72.8%,51.6%,79.7%,7.2,3.3,2009,serve,,,,,
Thomaz Bellucci,266.0,61.3%,70.8%,51.4%,78.4%,6.7,2.6,2009,serve,,,,,
